match,PSW,win0,confidence0,date
19067,1.7,0,1.5073319258689881,2016-02-16
17115,2.0,1,1.5064770664487566,2015-05-11
16232,1.68,0,1.5051624709367752,2015-01-24
19251,1.6,0,1.5050614562630655,2016-03-12
15343,2.29,1,1.504293057322502,2013-08-06
15612,1.8,0,1.504038699666659,2013-09-16
20749,2.37,1,1.5040288295745854,2016-08-31
17494,2.2,1,1.5028606832027436,2015-06-25
22642,1.64,0,1.5024730364481609,2017-06-17
19467,1.58,0,1.5021388435363772,2016-04-10
17694,2.76,1,1.5015862271189688,2015-07-22
20274,2.61,1,1.500627342313528,2016-07-12
18449,2.24,1,1.5003257942199708,2015-10-21
19754,1.76,0,1.4997561401128767,2016-05-10
23827,2.16,1,1.4988978123664858,2017-10-31
13509,2.41,1,1.4985511209070683,2013-01-08
21640,1.83,0,1.4980960841973623,2017-02-16
18476,2.17,1,1.4974492555856704,2015-10-23
22995,2.02,1,1.4968451399462563,2017-07-25
21657,2.27,1,1.4962724492947261,2017-02-17
17099,2.42,1,1.496138983794621,2015-05-09
19650,1.66,0,1.492725618183613,2016-04-28
18868,1.55,0,1.4912960113088294,2016-01-25
19582,1.73,0,1.489066566824913,2016-04-22
22668,2.51,1,1.4882681300491094,2017-06-20
23877,1.73,0,1.4877843648195268,2018-01-01
21099,1.52,0,1.4875390787422655,2016-10-21
15570,1.55,0,1.4871496045589447,2013-08-30
23465,1.6,0,1.485572694092989,2017-09-20
20908,2.59,1,1.4853043714165686,2016-09-30
21309,2.31,1,1.482628085464239,2017-01-06
17451,1.59,0,1.4820227958261967,2015-06-21
19250,2.13,0,1.4814332842826843,2016-03-12
22822,2.16,1,1.4813617658615112,2017-07-04
17375,2.41,1,1.4805070151090622,2015-06-11
22878,1.84,0,1.4800190269947053,2017-07-10
19256,1.91,1,1.479382115006447,2016-03-12
14487,1.58,0,1.4783926171915873,2013-05-08
23146,2.23,1,1.4783295842011768,2017-08-04
19211,2.52,1,1.4780551943778992,2016-02-26
15489,2.25,1,1.4773405082523823,2013-08-26
15397,2.8,1,1.477040898799896,2013-08-13
14926,3.0,1,1.4769589126110076,2013-06-25
19423,1.85,0,1.4762615645925203,2016-04-05
24239,2.33,1,1.4758137902617452,2018-02-13
18916,1.68,0,1.475772766470909,2016-02-03
19265,2.03,1,1.4757571029663084,2016-03-12
22607,1.68,0,1.4755657643079756,2017-06-13
19658,2.54,1,1.4746069090366365,2016-04-29
14790,1.75,0,1.4744221136399678,2013-06-12
21637,1.71,0,1.4737375062207383,2017-02-16
18030,2.25,1,1.4731777629681997,2015-08-25
21704,1.81,0,1.473167145252228,2017-02-21
19292,1.75,0,1.472429792433977,2016-03-15
18842,1.65,0,1.4720433327555658,2016-01-21
19728,2.67,1,1.4715266241431235,2016-05-07
18303,2.06,1,1.4709621236721675,2015-10-06
17742,2.53,1,1.4698300392180679,2015-07-27
16758,1.73,0,1.4688457880020143,2015-03-30
15952,2.06,1,1.4687294289043968,2013-10-31
20582,1.52,0,1.467644144073129,2016-08-15
20443,2.71,1,1.4660499346256257,2016-07-22
19308,1.87,0,1.4659360923085896,2016-03-17
22571,1.72,0,1.4635376856327056,2017-06-03
21984,2.28,1,1.461789311170578,2017-03-24
16256,1.84,0,1.4616359800100323,2015-02-03
22253,1.78,0,1.460571205417315,2017-05-02
21814,1.56,0,1.4602434809803964,2017-03-01
16623,1.53,0,1.4597512319684032,2015-03-14
18279,1.74,0,1.4592834949493407,2015-10-02
17204,2.46,1,1.4592490775585172,2015-05-22
20702,1.78,0,1.4575990591049195,2016-08-29
17449,1.72,0,1.4564882607460021,2015-06-20
21964,1.53,0,1.4561887597441676,2017-03-23
17603,1.72,0,1.4559282428026197,2015-07-04
22292,2.67,1,1.4552673936635254,2017-05-06
13945,1.74,0,1.4550995359676226,2013-02-25
13435,1.54,0,1.4550455927848818,2013-01-01
20674,2.49,1,1.454748075306416,2016-08-25
17795,1.54,0,1.4543610647916796,2015-07-30
21937,1.73,0,1.4521059889594714,2017-03-16
23253,2.16,1,1.4513211193084719,2017-08-17
22525,2.02,1,1.4508747741154262,2017-05-30
16873,1.72,0,1.4507494233548641,2015-04-15
14035,2.53,1,1.4493306037783622,2013-03-07
21710,2.23,1,1.4483081343770026,2017-02-21
18351,2.07,1,1.447653655707836,2015-10-11
20120,2.22,1,1.4476258909702304,2016-06-22
16367,1.74,0,1.4474068482220173,2015-02-11
14272,1.93,1,1.446914215343339,2013-04-14
21998,2.11,1,1.4466689469133105,2017-03-25
18022,2.38,1,1.4460057300329208,2015-08-25
15704,1.61,0,1.4453704908490181,2013-09-26
22674,2.1,1,1.4448488152027132,2017-06-20
22022,2.52,1,1.4440898483991622,2017-03-28
14213,1.57,0,1.4439202699661255,2013-03-28
23115,1.7,0,1.4412638721366722,2017-08-03
19663,2.04,1,1.4409542101621629,2016-04-29
21878,1.83,0,1.43939954996109,2017-03-11
21804,2.32,1,1.4387392705678939,2017-03-01
20411,1.85,0,1.4381157736480232,2016-07-20
18908,2.05,1,1.4372348219156266,2016-02-02
19177,2.28,1,1.4368080699443817,2016-02-24
14835,2.19,1,1.4364348399639126,2013-06-17
21107,2.01,0,1.4355245132446288,2016-10-22
16977,2.33,1,1.4351990837355453,2015-04-28
17724,2.33,1,1.435013178229332,2015-07-24
17049,1.81,0,1.4346528481443723,2015-05-04
18973,1.74,0,1.4345297972361246,2016-02-09
21784,2.2,1,1.4345161640644073,2017-02-28
15777,1.69,0,1.4341122925281526,2013-10-14
14553,2.31,1,1.4339198215305806,2013-05-16
19488,1.7,0,1.4325123433470726,2016-04-12
19275,1.88,0,1.4320992836356163,2016-03-13
21081,1.69,0,1.4304977232217788,2016-10-20
21687,1.9,0,1.4302297554016117,2017-02-21
23796,2.12,1,1.4298547920584679,2017-10-27
18282,1.77,0,1.4295709082058496,2015-10-02
17496,1.85,0,1.4280464458465576,2015-06-25
23933,2.23,1,1.4256810767948627,2018-01-04
18569,2.26,1,1.4244105598926544,2015-11-03
23350,1.68,0,1.4243742889165878,2017-08-30
15381,3.03,1,1.4237998658418656,2013-08-11
20035,1.71,0,1.4210136830806732,2016-06-14
24267,2.63,1,1.4205798276513815,2018-02-15
23468,1.83,0,1.4184246840327976,2017-09-21
24121,2.36,1,1.4180035933852193,2018-01-20
23554,2.06,1,1.417830544948578,2017-10-02
17611,1.67,0,1.4170004779100418,2015-07-04
21577,1.91,0,1.4152120365699135,2017-02-11
17673,2.07,1,1.4141627569198607,2015-07-21
20666,1.66,0,1.4130337225645782,2016-08-24
18729,2.5,1,1.4126977697014809,2016-01-13
18400,1.77,0,1.4119046330451965,2015-10-16
17982,1.81,0,1.4112681490182877,2015-08-19
20091,1.62,0,1.4096189180016518,2016-06-20
20552,2.33,1,1.4091420395970344,2016-08-10
19222,1.54,0,1.4074808688163758,2016-03-10
23282,1.86,1,1.4071124528135572,2017-08-21
20597,2.02,1,1.4061010432243348,2016-08-16
21607,1.94,1,1.405931131839752,2017-02-14
19233,2.27,1,1.405151147246361,2016-03-11
19458,1.88,0,1.4050935077667237,2016-04-09
18033,2.55,1,1.4048240806907415,2015-08-25
23112,2.07,0,1.4044162607192994,2017-08-02
22712,1.65,0,1.4040322023630143,2017-06-26
21905,1.88,0,1.4038371761639912,2017-03-12
21786,2.64,1,1.4023325532674789,2017-02-28
22284,1.69,0,1.4021266154050827,2017-05-05
16100,1.56,0,1.4012253595143558,2015-01-14
14082,1.83,1,1.4007008097001488,2013-03-10
24458,2.65,1,1.4005124971270562,2018-03-01
23036,1.84,1,1.4004987859725955,2017-07-28
24310,2.55,1,1.4001890324056148,2018-02-19
18190,1.74,0,1.3994883060455323,2015-09-22
23794,1.71,0,1.3992403067946435,2017-10-26
19244,2.22,1,1.3983523482084277,2016-03-12
20075,1.88,1,1.3982455529485431,2016-06-17
18950,2.06,0,1.398242026652609,2016-02-06
21136,3.0,1,1.3981595188379288,2016-10-25
16793,2.55,1,1.3976888235658407,2015-04-07
19590,1.62,0,1.3970977853536606,2016-04-23
17706,1.66,0,1.3965198968052865,2015-07-23
13966,2.32,1,1.3961472150257654,2013-02-26
21275,2.2,1,1.3955377197265626,2017-01-03
21147,1.75,0,1.3951038797696433,2016-10-26
20022,1.96,0,1.394135731458664,2016-06-13
21939,1.92,1,1.3931196539742603,2017-03-17
21160,2.16,1,1.3929680099487307,2016-10-27
23228,1.77,0,1.392914303044478,2017-08-15
21063,2.01,1,1.392323017971856,2016-10-19
14277,1.74,0,1.3906609909875054,2013-04-15
16733,1.63,0,1.3878573167324066,2015-03-28
20660,1.78,0,1.3876123927036923,2016-08-23
21181,2.23,1,1.3873721784353257,2016-10-31
22645,1.8,1,1.3859144721712384,2017-06-18
18739,2.36,1,1.3857686513662337,2016-01-14
16530,1.92,1,1.3851422023773192,2015-02-24
13819,1.84,0,1.3844234688083328,2013-02-14
21432,1.61,1,1.3838314241170886,2017-01-17
17675,1.66,1,1.3825697376046862,2015-07-21
20235,2.21,1,1.382405634522438,2016-07-02
14698,1.66,0,1.382040600925684,2013-05-30
14536,1.62,0,1.3820388235151768,2013-05-14
22971,1.87,0,1.381969458545957,2017-07-24
24245,2.06,1,1.3817995619773864,2018-02-13
19572,1.66,0,1.3816477308422328,2016-04-21
13803,2.07,1,1.3810923385620117,2013-02-14
20010,1.55,0,1.3807780621647834,2016-06-10
23318,1.95,1,1.3806024007499216,2017-08-28
14376,1.59,0,1.3803415837138888,2013-04-25
16859,1.79,0,1.3803266179561615,2015-04-14
20192,2.2,1,1.379632135629654,2016-06-30
16869,1.63,0,1.3792415676116943,2015-04-15
20233,1.75,0,1.3790312651793162,2016-07-02
24216,2.47,1,1.3786610448857148,2018-02-11
15384,2.1,1,1.3781264394521715,2013-08-12
24428,2.09,1,1.3777133517265319,2018-02-28
15648,2.12,1,1.3773872208595277,2013-09-19
21774,2.16,0,1.3757218828797342,2017-02-28
14477,1.96,0,1.3752858730724877,2013-05-07
15099,2.2,0,1.3750783574581147,2013-07-15
17352,2.33,1,1.374407571196556,2015-06-09
20936,2.33,1,1.3727028892040252,2016-10-04
23427,2.12,1,1.3726223367452621,2017-09-03
15092,2.12,1,1.3725854390859604,2013-07-14
14927,1.85,1,1.3712126672267917,2013-06-25
18552,1.93,1,1.371207782377799,2015-11-02
21461,2.17,1,1.371130127161741,2017-01-19
15025,1.94,0,1.3705145329236983,2013-07-09
19714,1.58,0,1.3705011481046676,2016-05-04
14310,2.07,0,1.370050932466984,2013-04-17
14161,1.86,0,1.3692760646343232,2013-03-22
20284,2.24,1,1.369141550064087,2016-07-12
24260,2.5,1,1.3691013625689916,2018-02-14
19681,1.5,0,1.369068446755409,2016-05-02
18583,1.86,0,1.3688875878708704,2015-11-05
14957,1.83,0,1.3680334210395813,2013-06-26
14387,2.24,1,1.3677887153625492,2013-04-26
13661,1.57,0,1.3675607159733774,2013-01-19
16156,1.93,1,1.36753223495824,2015-01-20
16182,2.35,1,1.3671478247642517,2015-01-20
17249,1.59,1,1.366489797745432,2015-05-25
22046,2.14,1,1.3663386277357736,2017-04-11
22746,2.01,1,1.3663221707940099,2017-06-29
22634,2.42,1,1.3661825238168237,2017-06-16
21494,1.71,0,1.3659800392389299,2017-01-23
23174,1.63,0,1.3650212189555169,2017-08-08
15797,1.97,0,1.3646640259878977,2013-10-15
23270,2.26,0,1.3641924706527166,2017-08-20
18994,2.26,1,1.3636086809635162,2016-02-10
22390,2.05,1,1.3634995244443415,2017-05-17
24206,1.74,1,1.3634486179692407,2018-02-09
14118,2.17,1,1.3633902370929718,2013-03-15
23198,1.92,0,1.3632332657575605,2017-08-10
17477,2.41,0,1.3632050421408244,2015-06-23
19310,1.94,1,1.362964140574137,2016-03-17
23264,1.94,0,1.3629038929939268,2017-08-19
14598,2.11,0,1.3628174528905324,2013-05-22
19262,2.25,1,1.3623897973448038,2016-03-12
13933,2.15,1,1.362345370352268,2013-02-24
15624,1.91,0,1.3622757464647293,2013-09-17
21593,2.01,0,1.362063978910446,2017-02-13
16520,1.72,0,1.3612836942076683,2015-02-24
16115,2.02,1,1.360910491347313,2015-01-16
18271,2.0,1,1.3607225673539298,2015-10-01
15323,1.97,1,1.3606524521112444,2013-08-03
21012,1.75,0,1.360350066423416,2016-10-12
22898,1.61,1,1.3600189781188965,2017-07-17
19803,1.69,0,1.3599629268050193,2016-05-17
18300,1.98,1,1.3592929208278655,2015-10-05
18264,1.56,0,1.358891351044178,2015-09-30
19597,1.85,0,1.3586457473039626,2016-04-25
22293,1.84,1,1.3585804189954487,2017-05-06
22294,1.93,1,1.3581321106106041,2017-05-06
18795,1.55,0,1.3580378210544588,2016-01-19
14159,1.93,0,1.3578004753589628,2013-03-22
15015,1.98,1,1.3574542129039764,2013-07-08
21586,1.93,0,1.357433135807514,2017-02-13
23927,2.2,1,1.3574206173419954,2018-01-03
16749,1.63,0,1.3570128053426744,2015-03-29
23320,1.88,0,1.3566830906867977,2017-08-28
22909,2.0,0,1.3558905708789821,2017-07-18
19157,1.88,1,1.3550926654679434,2016-02-23
22972,1.62,1,1.3547705187116355,2017-07-24
16120,2.04,0,1.3546738934516906,2015-01-17
15916,1.69,1,1.3540123690877641,2013-10-26
22448,2.02,0,1.3540107577187672,2017-05-24
23487,1.9,0,1.35388337957859,2017-09-22
15782,2.2,1,1.3536002367734912,2013-10-14
22159,1.78,0,1.3534742814302445,2017-04-24
18023,2.35,0,1.3527975031733512,2015-08-25
15780,2.06,1,1.3525325371821724,2013-10-14
21595,1.68,0,1.352525760680437,2017-02-14
23728,2.36,1,1.3523701298236845,2017-10-20
14022,1.96,0,1.3516580390930175,2013-03-02
13922,2.46,1,1.351504887789488,2013-02-23
22794,2.02,1,1.350121172964573,2017-07-04
16985,2.24,0,1.349573700428009,2015-04-28
17500,1.63,0,1.349282503426075,2015-06-29
20373,1.87,0,1.3492342060804365,2016-07-19
20712,1.72,0,1.348524184897542,2016-08-30
14755,2.09,1,1.3476982470353445,2013-06-10
22675,1.76,1,1.3476938479287282,2017-06-20
15850,1.95,1,1.3473260894417762,2013-10-19
17596,1.76,0,1.3472721979022027,2015-07-03
18976,1.94,0,1.3472371645768482,2016-02-09
20992,2.25,1,1.3465876132249832,2016-10-11
16306,2.32,1,1.346323226292928,2015-02-05
22496,1.74,0,1.3451882372796538,2017-05-29
21203,2.31,1,1.3451864957809445,2016-11-02
21164,1.78,0,1.3448491660356523,2016-10-28
21375,2.2,1,1.344457559287548,2017-01-13
22774,1.95,0,1.3443878576159478,2017-07-03
17033,1.55,0,1.3442052105814217,2015-05-02
22201,2.4,1,1.3437055528163908,2017-04-27
23604,1.78,0,1.3432307325303552,2017-10-06
16761,1.66,0,1.3430559277534486,2015-03-30
19484,1.86,0,1.34236117792981,2016-04-12
16655,2.07,0,1.3413338871002198,2015-03-16
16602,1.81,0,1.3413292372226717,2015-03-12
19418,1.8,0,1.3411273411909737,2016-04-05
13838,1.77,0,1.3408528012888772,2013-02-16
18009,1.56,0,1.3406032224744557,2015-08-23
15394,1.92,0,1.340496269017458,2013-08-13
22059,2.23,1,1.3401569991111755,2017-04-12
17156,2.15,1,1.3391891676187515,2015-05-17
23365,1.81,0,1.338569922924042,2017-08-30
15096,1.92,1,1.3384711360931396,2013-07-14
22969,1.94,0,1.3382472878694536,2017-07-23
17639,1.96,1,1.3380366742610932,2015-07-14
14586,1.94,1,1.3380023750662802,2013-05-21
15417,1.81,1,1.3375632235833577,2013-08-14
23031,1.75,0,1.3372287273406982,2017-07-27
23986,2.12,1,1.3365701329708102,2018-01-10
15438,1.87,0,1.336449806690216,2013-08-18
19344,1.64,1,1.3349390983581542,2016-03-24
13903,2.06,0,1.3344555769647872,2013-02-21
23298,1.71,0,1.334138469770551,2017-08-23
21168,2.19,1,1.3341130511462689,2016-10-28
20628,1.86,0,1.33401317519801,2016-08-19
19685,1.83,0,1.3338691833189553,2016-05-02
20562,2.09,1,1.3336133623123168,2016-08-10
17387,2.15,1,1.3335106238722803,2015-06-13
22578,2.14,1,1.3328962466716767,2017-06-04
15961,1.94,0,1.3328173559904095,2013-11-01
15143,2.13,1,1.3323539532933915,2013-07-17
13699,1.96,1,1.332221122264862,2013-02-05
14591,1.73,0,1.3313836097717286,2013-05-22
20974,2.25,0,1.3299196575369154,2016-10-08
14648,1.75,0,1.3299001512527466,2013-05-27
17435,1.77,1,1.3295887385947365,2015-06-18
19762,1.92,0,1.3295266748326167,2016-05-11
19782,2.33,1,1.3294997603446246,2016-05-13
14880,1.72,0,1.3292378962039948,2013-06-21
19989,2.2,1,1.3285644948482513,2016-06-07
18943,1.85,1,1.328333126008511,2016-02-05
21224,1.81,1,1.327934309073857,2016-11-13
14426,1.94,0,1.3274302065372467,2013-05-01
19240,2.21,0,1.3273379504680634,2016-03-11
16243,2.3,1,1.326915827989578,2015-01-28
17478,1.95,1,1.3266549065709112,2015-06-23
16462,1.67,0,1.3261747765541076,2015-02-18
23014,2.16,1,1.3260437214374543,2017-07-26
22381,1.91,0,1.3256631294886272,2017-05-16
18316,2.11,1,1.3253760340809821,2015-10-06
19075,2.02,1,1.3251368446350098,2016-02-16
15294,1.8,1,1.3250946930476597,2013-07-31
17688,2.24,1,1.3249555810292561,2015-07-22
23956,2.38,1,1.3245393519600233,2018-01-07
21214,2.47,1,1.3244582267850638,2016-11-03
23274,1.65,1,1.3238001031535014,2017-08-21
18308,2.78,1,1.32376485478878,2015-10-06
22406,2.12,1,1.3235089617967606,2017-05-19
15673,2.58,1,1.3232115708589556,2013-09-24
19749,1.5,0,1.3225591921806334,2016-05-10
18360,1.93,0,1.3223010796308516,2015-10-12
18181,1.74,1,1.3220240122931344,2015-09-13
21421,2.16,1,1.322004829645157,2017-01-17
19403,1.83,0,1.321921964406967,2016-03-30
21849,2.4,1,1.3218372166156769,2017-03-09
14443,2.16,0,1.321534503017153,2013-05-03
14101,1.85,0,1.3214570612907406,2013-03-12
17709,1.72,1,1.3211461262702944,2015-07-23
15303,1.66,0,1.3209660691022875,2013-08-01
18532,2.45,1,1.320923960953951,2015-10-29
16110,1.65,0,1.3207658837735654,2015-01-15
23060,1.71,0,1.3205637149512768,2017-07-31
16903,2.5,0,1.3202380583115987,2015-04-20
21396,1.86,0,1.3195717236825395,2017-01-16
14770,2.04,0,1.3195527687668802,2013-06-11
20098,1.93,1,1.3192490174869695,2016-06-21
22147,1.88,1,1.3188843178749086,2017-04-24
17344,2.07,0,1.3182239881157878,2015-06-09
20345,1.85,1,1.3177603803575042,2016-07-18
17813,1.8,1,1.317451114654541,2015-08-01
20661,1.61,0,1.317352495416999,2016-08-23
14462,1.68,1,1.317301926612854,2013-05-06
17666,1.94,1,1.3170709045444213,2015-07-21
17842,2.2,1,1.3170142829418183,2015-08-04
18077,2.16,1,1.3169542837142945,2015-08-31
20454,1.85,0,1.3164634245634077,2016-07-22
13976,1.71,0,1.3164118096232413,2013-02-27
21600,1.95,1,1.316286577284336,2017-02-14
22759,1.97,0,1.3161065467766349,2017-06-30
22161,1.76,0,1.3156068234443665,2017-04-25
20700,1.6,1,1.315546635219029,2016-08-29
18325,1.74,0,1.3153208068013191,2015-10-07
17446,2.21,0,1.3152855314527236,2015-06-19
21055,1.96,0,1.315027112960815,2016-10-18
15889,1.93,0,1.3145153373479843,2013-10-23
15390,1.83,0,1.314164342045784,2013-08-12
18922,1.98,0,1.3141398701071738,2016-02-03
15336,2.12,0,1.3137967586517334,2013-08-06
18962,1.82,1,1.3135605216026307,2016-02-08
21767,1.99,0,1.313387439250946,2017-02-27
